,country,food_category,consumption,co2_emmission
1223,Cameroon,Beef,4.170,128.680
1224,Cameroon,Lamb & Goat,1.400,49.030
1225,Cameroon,Fish,14.710,23.490
1226,Cameroon,Eggs,0.400,0.370
1227,Cameroon,Milk - inc. cheese,15.270,21.750
1228,Cameroon,Wheat and Wheat Products,22.600,4.310
1229,Cameroon,Rice,23.850,30.520
1230,Cameroon,Soybeans,0.640,0.290
1231,Cameroon,Nuts inc. Peanut Butter,9.290,16.440
1232,Madagascar,Pork,2.560,9.060
1233,Madagascar,Poultry,3.140,3.370
1234,Madagascar,Beef,7.510,231.740
1235,Madagascar,Lamb & Goat,0.570,19.960
1236,Madagascar,Fish,4.410,7.040
1237,Madagascar,Eggs,0.710,0.650
1238,Madagascar,Milk - inc. cheese,24.840,35.380
1239,Madagascar,Wheat and Wheat Products,9.010,1.720
1240,Madagascar,Rice,102.530,131.210
1241,Madagascar,Soybeans,0.000,0.000
1242,Madagascar,Nuts inc. Peanut Butter,0.350,0.620
1243,Malawi,Pork,5.450,19.290
1244,Malawi,Poultry,1.380,1.480
1245,Malawi,Beef,2.350,72.520
1246,Malawi,Lamb & Goat,2.070,72.490
1247,Malawi,Fish,7.330,11.700
1248,Malawi,Eggs,1.080,0.990
1249,Malawi,Milk - inc. cheese,7.980,11.370
1250,Malawi,Wheat and Wheat Products,11.770,2.240
1251,Malawi,Rice,4.750,6.080
1252,Malawi,Soybeans,1.760,0.790
1253,Malawi,Nuts inc. Peanut Butter,5.080,8.990
1254,Guinea,Pork,0.160,0.570
1255,Guinea,Poultry,1.830,1.970
1256,Guinea,Beef,6.260,193.170
1257,Guinea,Lamb & Goat,1.600,56.030
1258,Guinea,Fish,9.180,14.660
1259,Guinea,Eggs,1.950,1.790
1260,Guinea,Milk - inc. cheese,20.620,29.370
1261,Guinea,Wheat and Wheat Products,18.550,3.540
1262,Guinea,Rice,97.120,124.280
1263,Guinea,Soybeans,0.000,0.000
1264,Guinea,Nuts inc. Peanut Butter,4.140,7.330
1265,Nigeria,Pork,1.470,5.200
1266,Nigeria,Poultry,1.730,1.860
1267,Nigeria,Beef,2.330,71.900
1268,Nigeria,Lamb & Goat,2.720,95.250
1269,Nigeria,Fish,16.030,25.590
1270,Nigeria,Eggs,3.460,3.180
1271,Nigeria,Milk - inc. cheese,7.910,11.270
1272,Nigeria,Wheat and Wheat Products,20.820,3.970
1273,Nigeria,Rice,28.230,36.130
1274,Nigeria,Soybeans,2.600,1.170
1275,Nigeria,Nuts inc. Peanut Butter,6.930,12.270
1276,Rwanda,Pork,0.760,2.690
1277,Rwanda,Poultry,1.340,1.440
1278,Rwanda,Beef,2.530,78.070
1279,Rwanda,Lamb & Goat,1.930,67.590
1280,Rwanda,Fish,3.880,6.200
1281,Rwanda,Eggs,0.160,0.150
1282,Rwanda,Milk - inc. cheese,7.230,10.300
1283,Rwanda,Wheat and Wheat Products,11.340,2.160
1284,Rwanda,Rice,8.700,11.130
1285,Rwanda,Soybeans,1.930,0.870
1286,Rwanda,Nuts inc. Peanut Butter,0.580,1.030
1287,Philippines,Pork,18.400,65.130
1288,Philippines,Poultry,11.910,12.790
1289,Philippines,Beef,4.060,125.280
1290,Philippines,Lamb & Goat,0.560,19.610
1291,Philippines,Fish,28.510,45.520
1292,Philippines,Eggs,4.020,3.690
1293,Philippines,Milk - inc. cheese,15.660,22.310
1294,Philippines,Wheat and Wheat Products,23.120,4.410
1295,Philippines,Rice,119.440,152.850
1296,Philippines,Soybeans,0.030,0.010
1297,Philippines,Nuts inc. Peanut Butter,2.080,3.680
1298,Ghana,Pork,1.360,4.810
1299,Ghana,Poultry,8.630,9.270
1300,Ghana,Beef,1.090,33.640
1301,Ghana,Lamb & Goat,1.740,60.930
1302,Ghana,Fish,26.050,41.590
1303,Ghana,Eggs,1.210,1.110
1304,Ghana,Milk - inc. cheese,9.080,12.930
1305,Ghana,Wheat and Wheat Products,14.450,2.760
1306,Ghana,Rice,32.030,40.990
1307,Ghana,Soybeans,0.010,0.000
1308,Ghana,Nuts inc. Peanut Butter,5.560,9.840
1309,Togo,Pork,1.570,5.560
1310,Togo,Poultry,6.630,7.120
1311,Togo,Beef,1.530,47.210
1312,Togo,Lamb & Goat,1.580,55.330
1313,Togo,Fish,11.690,18.670
1314,Togo,Eggs,0.860,0.790
1315,Togo,Milk - inc. cheese,7.960,11.340
1316,Togo,Wheat and Wheat Products,12.910,2.460
1317,Togo,Rice,25.990,33.260
1318,Togo,Soybeans,0.010,0.000
1319,Togo,Nuts inc. Peanut Butter,3.590,6.350
1320,Gambia,Pork,0.180,0.640
1321,Gambia,Poultry,2.660,2.860
1322,Gambia,Beef,2.160,66.650
1323,Gambia,Lamb & Goat,0.710,24.860
1324,Gambia,Fish,23.130,36.930
1325,Gambia,Eggs,0.990,0.910
1326,Gambia,Milk - inc. cheese,45.710,65.110
1327,Gambia,Wheat and Wheat Products,37.910,7.230
1328,Gambia,Rice,61.840,79.140
1329,Gambia,Soybeans,0.000,0.000
1330,Gambia,Nuts inc. Peanut Butter,5.270,9.330
1331,India,Pork,0.280,0.990
1332,India,Poultry,1.880,2.020
1333,India,Beef,0.810,24.990
1334,India,Lamb & Goat,0.580,20.310
1335,India,Fish,4.710,7.520
1336,India,Eggs,2.580,2.370
1337,India,Milk - inc. cheese,84.500,120.360
1338,India,Wheat and Wheat Products,60.560,11.550
1339,India,Rice,69.490,88.930
1340,India,Soybeans,0.390,0.180
1341,India,Nuts inc. Peanut Butter,1.920,3.400
1342,Thailand,Pork,13.000,46.010
1343,Thailand,Poultry,13.690,14.710
1344,Thailand,Beef,2.560,79.000
1345,Thailand,Lamb & Goat,0.050,1.750
1346,Thailand,Fish,19.450,31.060
1347,Thailand,Eggs,12.350,11.340
1348,Thailand,Milk - inc. cheese,29.350,41.810
1349,Thailand,Wheat and Wheat Products,10.930,2.080
1350,Thailand,Rice,114.570,146.620
1351,Thailand,Soybeans,2.130,0.960
1352,Thailand,Nuts inc. Peanut Butter,1.500,2.660
1353,Mozambique,Pork,5.130,18.160
1354,Mozambique,Poultry,1.410,1.510
1355,Mozambique,Beef,1.040,32.090
1356,Mozambique,Lamb & Goat,0.900,31.520
1357,Mozambique,Fish,7.740,12.360
1358,Mozambique,Eggs,1.700,1.560
1359,Mozambique,Milk - inc. cheese,4.790,6.820
1360,Mozambique,Wheat and Wheat Products,14.650,2.790
1361,Mozambique,Rice,23.410,29.960
1362,Mozambique,Soybeans,0.030,0.010
1363,Mozambique,Nuts inc. Peanut Butter,2.610,4.620
1364,Cambodia,Pork,6.520,23.080
1365,Cambodia,Poultry,1.840,1.980
1366,Cambodia,Beef,4.850,149.660
1367,Cambodia,Lamb & Goat,0.000,0.000
1368,Cambodia,Fish,39.590,63.210
1369,Cambodia,Eggs,1.370,1.260
1370,Cambodia,Milk - inc. cheese,3.470,4.940
1371,Cambodia,Wheat and Wheat Products,2.740,0.520
1372,Cambodia,Rice,159.100,203.600
1373,Cambodia,Soybeans,4.330,1.950
1374,Cambodia,Nuts inc. Peanut Butter,1.250,2.210
1375,Sierra Leone,Pork,1.220,4.320
1376,Sierra Leone,Poultry,4.970,5.340
1377,Sierra Leone,Beef,1.990,61.410
1378,Sierra Leone,Lamb & Goat,0.650,22.760
1379,Sierra Leone,Fish,32.030,51.140
1380,Sierra Leone,Eggs,1.920,1.760
1381,Sierra Leone,Milk - inc. cheese,7.000,9.970
1382,Sierra Leone,Wheat and Wheat Products,8.720,1.660
1383,Sierra Leone,Rice,103.300,132.190
1384,Sierra Leone,Soybeans,0.000,0.000
1385,Sierra Leone,Nuts inc. Peanut Butter,5.570,9.860
1386,Sri Lanka,Pork,0.050,0.180
1387,Sri Lanka,Poultry,4.960,5.330
1388,Sri Lanka,Beef,1.380,42.580
1389,Sri Lanka,Lamb & Goat,0.090,3.150
1390,Sri Lanka,Fish,24.920,39.790
1391,Sri Lanka,Eggs,4.570,4.200
1392,Sri Lanka,Milk - inc. cheese,34.980,49.830
1393,Sri Lanka,Wheat and Wheat Products,37.010,7.060
1394,Sri Lanka,Rice,109.720,140.410
1395,Sri Lanka,Soybeans,0.000,0.000
1396,Sri Lanka,Nuts inc. Peanut Butter,1.090,1.930
1397,Indonesia,Pork,2.980,10.550
1398,Indonesia,Poultry,7.500,8.060
1399,Indonesia,Beef,2.590,79.920
1400,Indonesia,Lamb & Goat,0.460,16.110
1401,Indonesia,Fish,25.650,40.950
1402,Indonesia,Eggs,4.880,4.480
1403,Indonesia,Milk - inc. cheese,14.820,21.110
1404,Indonesia,Wheat and Wheat Products,25.450,4.850
1405,Indonesia,Rice,134.620,172.270
1406,Indonesia,Soybeans,1.120,0.500
1407,Indonesia,Nuts inc. Peanut Butter,4.920,8.710
1408,Liberia,Pork,4.010,14.190
1409,Liberia,Poultry,8.910,9.570
1410,Liberia,Beef,0.780,24.070
1411,Liberia,Lamb & Goat,0.480,16.810
1412,Liberia,Fish,4.130,6.590
1413,Liberia,Eggs,2.050,1.880
1414,Liberia,Milk - inc. cheese,3.040,4.330
1415,Liberia,Wheat and Wheat Products,10.950,2.090
1416,Liberia,Rice,94.750,121.250
1417,Liberia,Soybeans,0.630,0.280
1418,Liberia,Nuts inc. Peanut Butter,1.310,2.320
1419,Bangladesh,Pork,0.000,0.000
1420,Bangladesh,Poultry,1.400,1.500
1421,Bangladesh,Beef,1.280,39.500
1422,Bangladesh,Lamb & Goat,1.330,46.580
1423,Bangladesh,Fish,18.070,28.850
1424,Bangladesh,Eggs,2.080,1.910
1425,Bangladesh,Milk - inc. cheese,21.910,31.210
1426,Bangladesh,Wheat and Wheat Products,17.470,3.330
1427,Bangladesh,Rice,171.730,219.760
1428,Bangladesh,Soybeans,0.610,0.270
1429,Bangladesh,Nuts inc. Peanut Butter,0.720,1.270
